Age,Gender,Income_Level,Preferred_Travel_Type,Avg_Trip_Duration,Spending_Amount,Booking_Channel,Repeat_Visitor,Customer_Review_Score,Cluster_Label
47,Other,Low,Adventure,12,2284.71,App,Yes,3.3,0
38,Female,Low,Adventure,10,1991.73,App,No,3.0,2
48,Female,Medium,Religious,8,1145.4,Website,No,2.8,2
41,Male,Medium,Adventure,13,3648.96,Agent,Yes,4.7,3
37,Female,Low,Cultural,9,1702.66,Agent,Yes,2.9,2
54,Female,Medium,Religious,11,1978.14,Website,No,3.5,0
21,Male,Low,Religious,7,1213.48,Agent,Yes,3.3,2
45,Other,Medium,Religious,7,2570.18,Agent,Yes,3.8,1
61,Other,High,Adventure,16,3695.12,Website,Yes,4.3,3
37,Male,High,Religious,11,3471.39,Website,Yes,4.5,3
41,Other,Medium,Adventure,15,3154.63,Website,Yes,4.3,3
67,Female,Medium,Adventure,17,3050.29,Agent,No,3.4,0
66,Male,High,Religious,9,3619.24,Website,No,4.7,1
68,Male,Low,Leisure,8,1485.18,Agent,Yes,3.9,1
49,Male,High,Leisure,9,4097.92,App,Yes,4.6,3
58,Other,High,Religious,10,3528.25,App,No,3.9,3
53,Male,Low,Leisure,9,1964.83,Website,Yes,4.3,1
51,Male,Low,Cultural,12,1506.22,Agent,No,2.5,2
53,Male,High,Cultural,13,3956.49,Agent,Yes,3.9,3
19,Other,Medium,Adventure,12,3375.2,Agent,Yes,3.9,3
32,Female,Low,Leisure,8,1548.97,Website,Yes,2.9,2
51,Male,Low,Cultural,9,1062.9,Agent,No,2.9,2
53,Female,Medium,Religious,12,2404.58,Agent,Yes,3.0,0
23,Other,Medium,Leisure,6,2322.29,Agent,Yes,4.5,1
56,Other,Medium,Cultural,12,3332.71,App,Yes,4.4,3
59,Other,High,Cultural,16,3782.61,Agent,No,3.1,0
68,Other,Low,Religious,8,477.1,App,No,3.3,2
68,Female,Medium,Adventure,14,3168.34,Agent,No,2.7,0
29,Male,Medium,Religious,8,1440.28,Agent,No,3.5,2
20,Other,Medium,Adventure,13,2506.17,Agent,Yes,4.0,0
62,Other,Low,Cultural,13,1521.68,App,Yes,2.7,0
35,Female,High,Adventure,11,4510.57,Agent,Yes,5.0,3
57,Female,High,Cultural,16,4264.96,Website,Yes,4.0,3
38,Other,Medium,Cultural,9,2193.68,Agent,No,3.0,2
32,Male,Medium,Leisure,9,2598.08,App,No,2.9,2
50,Male,Low,Adventure,12,2742.57,App,Yes,3.8,0
52,Other,Medium,Adventure,15,3326.27,Website,No,3.2,0
43,Female,Medium,Adventure,11,2138.56,Website,No,3.2,0
25,Other,Medium,Religious,9,2086.01,Website,Yes,3.7,1
53,Other,High,Leisure,14,3701.36,App,Yes,4.2,3
65,Female,Medium,Leisure,8,2467.56,Agent,Yes,4.0,1
47,Other,Medium,Leisure,10,2491.79,Agent,Yes,3.1,0
40,Other,Medium,Religious,7,2239.36,Website,Yes,4.1,1
59,Other,Low,Adventure,13,2370.05,Website,Yes,2.7,0
61,Female,Medium,Adventure,14,3563.4,Agent,Yes,4.1,3
31,Male,Medium,Adventure,12,2767.41,Website,No,2.9,0
31,Male,Medium,Leisure,10,3132.85,Agent,Yes,4.2,1
19,Female,Medium,Leisure,11,2391.79,Agent,Yes,4.3,1
54,Male,Medium,Cultural,12,2239.07,Agent,No,2.7,0
22,Other,Medium,Religious,9,2305.2,Agent,Yes,4.4,1
55,Male,Medium,Religious,7,2185.69,App,Yes,4.0,1
62,Other,Medium,Leisure,9,2625.96,Agent,No,4.2,1
58,Male,High,Cultural,14,4026.41,Website,Yes,3.9,3
64,Female,Low,Adventure,15,1931.7,Website,No,2.5,0
31,Male,Low,Leisure,8,1274.98,Website,Yes,3.9,1
56,Male,Medium,Religious,8,2406.9,Website,Yes,3.9,1
42,Male,Low,Religious,7,1514.05,App,Yes,3.5,2
37,Female,Low,Religious,5,1073.88,Agent,Yes,3.6,2
19,Male,Medium,Adventure,14,3265.98,Agent,No,3.2,0
56,Female,Medium,Religious,10,1654.53,Website,No,3.5,2
23,Other,Medium,Adventure,12,2527.05,Website,No,2.4,0
34,Male,High,Adventure,14,4087.07,Website,No,3.5,3
42,Female,Medium,Adventure,14,2791.98,Agent,Yes,4.0,3
45,Female,High,Leisure,10,3650.45,App,No,3.8,3
19,Male,Low,Adventure,11,1619.84,App,No,3.5,2
52,Other,Medium,Cultural,15,3088.21,App,No,3.1,0
54,Female,High,Religious,10,3112.58,App,No,3.5,0
22,Male,Medium,Leisure,8,2379.21,Website,Yes,4.3,1
18,Other,Medium,Religious,7,2423.13,Agent,Yes,4.3,1
57,Female,Medium,Adventure,15,3124.81,Website,No,3.0,0
29,Female,Low,Leisure,7,1721.77,App,Yes,4.1,1
53,Other,Medium,Cultural,11,2636.99,Website,Yes,3.6,0
62,Other,Medium,Adventure,16,3078.45,App,No,2.9,0
40,Male,High,Religious,12,4142.69,Agent,Yes,4.1,3
64,Male,Low,Cultural,10,1991.53,App,Yes,4.3,1
48,Female,High,Adventure,12,3930.26,Website,Yes,2.9,0
28,Other,High,Cultural,14,3910.99,Agent,No,3.6,3
27,Other,Low,Adventure,10,2077.54,App,Yes,3.8,1
20,Other,Medium,Leisure,10,1896.36,App,No,2.4,2
31,Female,High,Adventure,12,3873.29,Agent,Yes,4.3,3
33,Other,High,Leisure,12,3521.5,Website,Yes,4.3,3
27,Other,Medium,Adventure,11,3001.56,Agent,Yes,4.2,3
46,Female,Medium,Adventure,15,2884.3,Website,No,2.0,0
27,Male,Medium,Religious,8,2631.77,App,Yes,4.8,1
29,Male,Medium,Cultural,10,2584.45,App,No,3.1,0
47,Female,Low,Cultural,9,1449.11,Agent,No,3.3,2
58,Other,Medium,Cultural,13,2691.92,App,No,3.5,0
18,Female,Low,Adventure,11,1934.42,Agent,No,2.7,2
22,Male,Low,Adventure,12,2793.15,App,Yes,4.1,3
37,Male,Medium,Adventure,16,3564.27,App,Yes,3.7,3
25,Female,Medium,Leisure,7,1585.64,Website,No,2.4,2
60,Female,Medium,Leisure,12,2053.52,Agent,No,3.5,0
29,Male,Medium,Religious,8,1372.81,Agent,No,2.7,2
18,Female,Medium,Adventure,11,2931.26,App,No,3.0,0
37,Male,Low,Cultural,8,1419.77,Website,No,2.9,2
45,Female,Medium,Cultural,11,2839.59,Website,Yes,4.1,1
60,Female,High,Religious,12,3362.78,Agent,No,3.4,0
54,Female,Medium,Cultural,12,2943.46,Agent,No,3.5,0
64,Male,Medium,Religious,11,2166.14,App,No,2.6,0
54,Female,Medium,Adventure,12,3507.96,Agent,Yes,3.8,3
29,Male,High,Cultural,13,3794.75,App,No,3.4,3
54,Male,Low,Adventure,10,1568.87,Website,No,3.7,1
66,Female,Medium,Leisure,11,2899.14,Agent,Yes,3.9,1
66,Female,Medium,Cultural,13,2614.27,Website,No,3.6,0
61,Male,Medium,Leisure,9,2533.47,Website,Yes,4.1,1
45,Male,Low,Cultural,6,1490.76,App,No,3.1,2
64,Other,Medium,Adventure,14,3230.01,Website,Yes,3.8,3
32,Male,Low,Religious,7,2227.89,App,Yes,4.1,1
23,Other,Medium,Adventure,13,3631.65,App,Yes,4.3,3
61,Other,Medium,Adventure,16,3163.22,Website,No,3.7,3
37,Other,Low,Adventure,10,2099.92,Website,Yes,3.9,1
67,Female,High,Cultural,15,4418.52,App,No,4.0,3
31,Female,Low,Religious,8,1321.77,App,No,2.6,2
19,Male,High,Leisure,8,2964.24,Website,No,3.6,1
26,Other,Medium,Adventure,13,3200.31,App,Yes,3.6,0
54,Female,Low,Cultural,10,1727.1,App,No,3.2,2
37,Female,Low,Leisure,8,245.25,Agent,No,2.4,2
43,Female,High,Adventure,15,4609.56,Agent,Yes,4.4,3
46,Female,Low,Leisure,7,1434.83,Agent,Yes,3.4,2
18,Female,Low,Adventure,10,2599.18,Agent,Yes,4.0,1
52,Other,Medium,Leisure,10,2197.18,Agent,No,3.5,1
23,Other,Medium,Leisure,7,2059.69,App,Yes,3.3,2
54,Other,Medium,Religious,7,2406.41,App,Yes,5.0,1
22,Other,Low,Religious,7,597.54,Agent,No,2.6,2
50,Male,Low,Adventure,10,2273.4,Website,Yes,3.0,2
66,Other,Low,Cultural,12,1868.66,Agent,No,3.0,0
68,Female,Low,Religious,8,1338.73,Website,No,3.0,2
31,Other,Medium,Leisure,7,2219.11,App,Yes,4.1,1
29,Male,Medium,Religious,7,1606.58,Website,No,3.6,2
59,Female,Low,Religious,9,1356.87,App,Yes,3.9,1
37,Other,Medium,Adventure,12,3196.82,Website,Yes,4.1,3
67,Other,Medium,Religious,9,2362.04,App,No,3.6,1
41,Other,High,Religious,11,3945.12,App,Yes,4.3,3
60,Female,High,Leisure,13,3611.86,Agent,No,4.1,3
51,Female,High,Religious,10,3910.81,App,Yes,3.9,3
42,Male,Low,Leisure,7,2042.68,Agent,Yes,4.1,1
67,Female,Low,Religious,10,1230.85,Agent,No,2.9,2
46,Female,Medium,Religious,11,2512.97,Agent,Yes,4.2,1
56,Other,Low,Cultural,12,1255.54,Website,No,2.4,2
48,Female,Medium,Religious,9,1950.9,Website,Yes,3.1,2
64,Other,Medium,Leisure,9,2370.72,App,No,3.4,2
60,Other,High,Leisure,10,4162.56,Agent,Yes,4.7,3
67,Female,High,Adventure,16,4649.49,Agent,Yes,4.7,3
40,Male,Medium,Adventure,14,3350.6,App,Yes,3.4,0
61,Male,Medium,Cultural,14,2954.31,Agent,Yes,4.2,3
55,Female,Medium,Leisure,11,2255.95,App,No,4.1,1
37,Male,Low,Leisure,6,1564.87,Agent,Yes,3.8,1
40,Other,Medium,Leisure,11,1992.2,Website,Yes,3.2,0
62,Other,Low,Cultural,9,2515.66,App,Yes,3.9,1
69,Female,Medium,Leisure,10,2226.75,App,No,3.2,2
33,Male,Medium,Adventure,14,2902.95,Website,No,3.4,0
67,Male,Medium,Cultural,15,2935.38,App,Yes,3.5,0
59,Other,Medium,Adventure,19,3717.03,Website,Yes,4.3,3
25,Female,Medium,Adventure,14,3397.96,Agent,Yes,3.5,0
67,Male,High,Cultural,13,3811.64,Website,No,2.8,0
38,Female,Low,Religious,8,1003.05,Website,Yes,3.9,1
18,Male,Medium,Religious,9,2436.24,App,Yes,3.1,2
25,Other,Medium,Adventure,12,2321.46,Agent,No,3.0,0
46,Other,Medium,Religious,11,1845.55,Website,No,4.3,1
49,Female,High,Leisure,12,4205.2,Agent,Yes,4.3,3
55,Other,Low,Cultural,11,1755.39,Website,No,2.5,2
22,Male,Medium,Adventure,14,3335.93,App,Yes,3.9,3
64,Other,Medium,Leisure,11,1868.93,Website,No,3.0,2
39,Female,High,Religious,11,3680.05,Website,Yes,4.3,3
64,Female,Low,Leisure,8,1737.19,Agent,Yes,4.1,1
51,Female,Medium,Religious,8,1070.28,Website,No,2.5,2
18,Male,Medium,Adventure,11,3366.17,App,Yes,4.8,3
43,Male,Low,Leisure,9,1829.11,App,Yes,3.8,1
60,Male,Medium,Cultural,13,3222.11,Website,Yes,4.2,3
27,Male,Medium,Adventure,14,2327.8,Website,No,2.8,0
47,Male,Medium,Leisure,12,1733.37,Agent,Yes,4.0,1
67,Other,High,Leisure,12,3670.1,Agent,No,3.4,0
35,Male,Medium,Religious,9,2533.85,App,Yes,4.2,1
34,Male,Medium,Adventure,12,2614.17,Agent,Yes,3.4,0
43,Other,Medium,Adventure,13,2782.83,Website,Yes,3.4,0
25,Male,Low,Adventure,12,3252.94,App,Yes,4.3,3
64,Female,Low,Adventure,14,2099.69,Agent,No,2.8,0
57,Male,Medium,Religious,8,2315.66,App,No,3.1,2
66,Male,Medium,Cultural,12,2636.18,Website,Yes,3.6,0
29,Female,Low,Adventure,9,1489.29,Agent,Yes,3.9,1
44,Female,Medium,Religious,8,1680.3,Website,No,2.9,2
25,Female,Medium,Cultural,12,2146.69,Website,No,3.0,0
42,Female,Low,Cultural,11,1631.41,App,No,2.9,2
63,Male,Medium,Religious,10,2211.98,App,No,2.5,2
21,Female,Low,Adventure,11,2425.66,App,Yes,3.2,0
50,Female,High,Cultural,13,3716.34,Agent,No,3.6,3
18,Other,High,Adventure,13,3922.17,Agent,Yes,3.8,3
36,Female,Medium,Adventure,14,3547.23,App,Yes,4.4,3
48,Female,Low,Leisure,9,726.56,Agent,No,3.1,2
33,Other,Medium,Adventure,14,2221.27,Agent,No,3.3,0
31,Other,High,Leisure,10,3658.13,App,No,4.5,3
65,Male,Medium,Cultural,9,2798.48,Website,Yes,4.1,1
22,Other,Low,Religious,8,1354.16,Agent,Yes,3.9,1
58,Male,Medium,Leisure,9,2142.74,Agent,Yes,3.6,1
43,Other,High,Religious,9,2774.0,Website,No,4.5,1
45,Other,Medium,Cultural,13,2707.55,Website,Yes,4.6,3
19,Male,Medium,Adventure,12,2017.61,Website,No,3.0,0
67,Other,Medium,Cultural,14,3034.67,App,Yes,4.0,3
23,Male,Medium,Religious,9,1882.08,Website,No,3.7,1
26,Other,Low,Cultural,10,2039.57,App,No,3.1,2
50,Female,Medium,Adventure,12,2925.55,Website,Yes,3.6,0
58,Other,Low,Cultural,12,2218.32,Website,Yes,4.0,1
42,Male,Medium,Adventure,14,2457.16,App,No,3.1,0
65,Other,Low,Leisure,8,2084.21,App,Yes,4.0,1
30,Male,Medium,Religious,8,1420.19,Website,No,2.7,2
26,Male,Low,Adventure,9,1643.58,Website,No,2.4,2
30,Female,Medium,Adventure,14,2997.05,Website,Yes,3.9,3
48,Female,Medium,Cultural,10,2767.5,Agent,No,3.8,1
58,Male,Low,Leisure,6,1169.05,Website,Yes,3.6,2
28,Other,Low,Adventure,9,2049.66,App,No,3.8,1
21,Male,Low,Leisure,9,1492.52,Agent,Yes,3.3,2
51,Male,High,Leisure,10,3488.88,App,No,3.3,0
55,Other,Medium,Cultural,14,2991.22,Agent,Yes,3.8,3
63,Other,Medium,Adventure,13,3072.67,Agent,Yes,3.8,3
21,Other,Low,Cultural,7,1802.15,App,Yes,4.3,1
55,Other,Medium,Religious,7,1857.58,Agent,No,3.1,2
36,Male,High,Religious,12,3903.75,App,Yes,4.8,3
23,Male,High,Adventure,14,3861.73,Website,No,4.2,3
51,Female,Medium,Leisure,9,2765.77,Agent,Yes,4.1,1
35,Male,Low,Adventure,12,2353.43,App,No,3.6,0
30,Other,Low,Adventure,12,1586.19,Agent,No,2.5,2
58,Female,Low,Religious,9,2022.01,App,Yes,4.3,1
40,Other,Low,Religious,9,1015.48,Website,Yes,3.8,2
36,Male,Low,Leisure,7,1557.73,Website,Yes,4.2,1
62,Female,Low,Leisure,7,1847.3,Agent,Yes,4.0,1
28,Other,Medium,Adventure,12,2517.98,Agent,Yes,2.6,0
18,Female,High,Cultural,13,3779.27,App,No,3.2,0
41,Female,Medium,Adventure,12,3165.83,App,Yes,3.7,0
24,Male,High,Leisure,9,2963.75,Agent,No,3.2,0
42,Other,Medium,Cultural,12,3016.63,App,No,3.4,0
38,Female,Low,Religious,7,1345.27,App,Yes,3.5,2
32,Female,Medium,Leisure,9,1939.46,App,No,2.9,2
18,Other,Low,Leisure,6,1404.08,Agent,Yes,3.4,2
29,Female,Medium,Cultural,11,2392.05,Website,No,2.9,0
24,Female,Medium,Leisure,8,2138.88,Website,Yes,4.4,1
32,Female,High,Leisure,12,3911.29,App,No,3.3,0
38,Other,Low,Leisure,9,1420.67,Agent,No,2.8,2
36,Other,Low,Leisure,5,907.91,App,Yes,3.5,2
46,Other,High,Leisure,10,3052.54,Website,No,3.7,1
42,Other,Low,Leisure,6,1482.82,App,Yes,4.1,1
50,Male,Medium,Leisure,9,2515.18,Website,Yes,2.8,2
66,Female,Medium,Leisure,10,1473.93,Agent,No,3.3,2
49,Other,High,Religious,8,4421.08,App,Yes,5.0,3
66,Female,High,Leisure,10,3620.68,Agent,No,3.3,0
52,Female,High,Religious,9,3776.04,App,Yes,4.2,3
61,Male,Low,Religious,8,1670.85,App,No,3.0,2
55,Other,High,Adventure,15,5459.47,App,Yes,4.1,3
43,Other,Medium,Adventure,12,3577.6,App,Yes,4.2,3
28,Female,Medium,Religious,8,2636.02,App,Yes,3.4,1
52,Other,Low,Religious,6,1440.58,Agent,Yes,3.4,2
25,Female,Medium,Leisure,9,2353.92,Agent,Yes,4.6,1
63,Female,High,Adventure,18,4533.64,Website,Yes,3.6,3
31,Male,High,Cultural,15,4088.54,App,Yes,4.5,3
27,Male,Medium,Adventure,11,2670.27,Website,Yes,4.0,1
19,Male,Low,Religious,8,951.21,Agent,Yes,2.7,2
63,Female,Medium,Religious,10,2323.61,Website,Yes,4.1,1
26,Other,High,Leisure,9,3095.98,Agent,Yes,4.2,1
20,Male,Medium,Leisure,10,2238.65,App,No,3.0,2
38,Other,Medium,Adventure,16,3220.48,Website,Yes,3.8,3
43,Male,Low,Leisure,6,1400.46,Website,Yes,4.1,1
25,Male,Medium,Cultural,10,2349.74,Website,Yes,4.2,1
65,Female,Medium,Cultural,14,3469.43,Website,No,3.8,3
19,Male,High,Leisure,11,4244.41,App,Yes,4.6,3
23,Male,Medium,Cultural,12,1993.01,Agent,No,2.5,0
45,Female,Medium,Cultural,12,2946.24,Agent,Yes,3.7,0
46,Other,Medium,Adventure,14,3268.97,App,Yes,5.0,3
43,Male,Low,Cultural,8,1122.03,Agent,No,3.2,2
42,Female,High,Religious,12,3159.35,Website,Yes,4.9,3
29,Male,Medium,Religious,10,2606.04,App,Yes,4.5,1
22,Female,Medium,Adventure,13,2516.96,Agent,No,3.2,0
51,Other,Medium,Leisure,10,2626.72,App,No,3.5,0
65,Other,Medium,Adventure,12,3324.51,App,No,3.4,0
54,Female,Medium,Leisure,11,2673.55,Agent,No,2.6,0
32,Female,Medium,Leisure,10,1835.66,Agent,No,3.1,2
61,Female,Low,Leisure,8,1608.99,App,No,3.6,2
53,Other,Medium,Leisure,11,2996.11,App,Yes,3.8,0
32,Male,Low,Leisure,7,969.12,Agent,No,3.1,2
60,Other,Medium,Adventure,15,2949.84,App,No,3.5,0
65,Female,Low,Leisure,7,2159.23,Agent,Yes,3.8,1
40,Female,Medium,Cultural,11,3009.62,App,Yes,3.8,0
23,Other,High,Cultural,12,4307.17,App,Yes,3.9,3
63,Female,High,Leisure,12,3469.75,App,No,3.1,0
67,Other,Medium,Cultural,12,2620.59,Agent,Yes,3.3,0
61,Female,Medium,Religious,9,1705.54,Website,No,2.7,2
60,Male,Low,Adventure,14,2534.17,Agent,Yes,4.2,3
62,Male,Medium,Adventure,13,2752.11,App,No,2.8,0
38,Female,High,Leisure,8,3448.42,Website,Yes,4.7,1
40,Other,Low,Leisure,11,734.82,Website,No,2.4,2
60,Male,Medium,Religious,11,1955.36,App,No,3.5,0
33,Other,High,Leisure,9,3437.65,Agent,No,4.3,1
64,Female,High,Cultural,15,3982.51,Website,No,3.7,3
32,Other,Low,Religious,6,633.81,Website,No,2.9,2
42,Male,Medium,Cultural,12,2556.05,Agent,Yes,3.7,0
53,Other,Low,Adventure,13,2168.16,Agent,Yes,3.1,0
28,Other,Low,Cultural,9,1149.4,Website,No,3.6,2
68,Female,High,Adventure,15,4864.73,Agent,Yes,3.9,3
32,Female,High,Cultural,12,4139.85,Website,Yes,4.5,3
21,Female,Medium,Adventure,11,2997.42,App,Yes,4.4,3
38,Male,Low,Leisure,7,1195.33,Agent,Yes,3.4,2
30,Male,High,Cultural,12,3931.73,Website,Yes,4.6,3
39,Female,Medium,Adventure,12,2499.32,Agent,No,3.5,0
36,Female,Medium,Cultural,12,2675.9,Agent,Yes,4.5,3
51,Male,Medium,Religious,11,2743.96,Website,Yes,3.7,0
